stat,type,filesizeGib,writeFreqDistOn,writeFrequencyZones,time,writeMibs, physMibs,readMibs, physicalMediaUnitsWrittenBytes, physicalMediaUnitsReadBytes, percentFreeBlocks,softECCError, unalignedIO, maxUserDataEraseCount,minUserDataEraseCount, currentThrottlingStatus
keep,ssd,10,0,0,1.00112,116,0,273,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,2.00113,96,0,224,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,3.00115,76,0,181,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,4.00119,55,0,130,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,5.0012,53,0,124,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,6.0012,46,0,107,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,7.00125,45,0,105,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,8.00125,45,0,105,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,9.00126,42,0,99,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,10.0013,45,0,104,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,11.0013,81,0,191,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,12.0013,71,0,169,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,13.0013,64,0,150,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,14.0013,60,0,139,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,15.0014,57,0,136,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,16.0014,55,0,129,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,17.0014,79,0,186,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,18.0014,88,0,205,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,19.0014,81,0,192,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,20.0015,76,0,177,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,21.0015,72,0,170,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,22.0015,69,0,163,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,23.0015,62,0,146,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,24.0015,56,0,133,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,25.0016,54,0,128,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,26.0016,51,0,120,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,27.0016,72,0,169,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,28.0017,100,0,233,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,29.0017,105,0,244,0,0,0,0,0,0,0,0
