stat,type,filesizeGib,writeFreqDistOn,writeFrequencyZones,time,writeMibs, physMibs,readMibs, physicalMediaUnitsWrittenBytes, physicalMediaUnitsReadBytes, percentFreeBlocks,softECCError, unalignedIO, maxUserDataEraseCount,minUserDataEraseCount, currentThrottlingStatus
keep,ssd,10,0,0,1.00159,76,0,115,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,2.00166,78,0,118,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,3.00167,78,0,115,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,4.00173,77,0,115,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,5.00174,77,0,116,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,6.00175,77,0,115,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,7.00176,78,0,117,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,8.00179,77,0,117,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,9.00185,79,0,120,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,10.0019,78,0,118,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,11.0019,73,0,109,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,12.0019,77,0,113,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,13.0019,76,0,113,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,14.0019,73,0,112,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,15.0019,78,0,116,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,16.0019,77,0,115,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,17.002,76,0,115,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,18.002,74,0,110,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,19.002,76,0,117,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,20.002,75,0,114,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,21.0021,75,0,113,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,22.0021,82,0,122,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,23.0021,80,0,119,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,24.0021,75,0,113,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,25.0021,75,0,113,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,26.0022,76,0,116,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,27.0022,76,0,116,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,28.0022,75,0,112,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,29.0024,82,0,124,0,0,0,0,0,0,0,0
