stat,type,filesizeGib,writeFreqDistOn,writeFrequencyZones,time,writeMibs, physMibs,readMibs, physicalMediaUnitsWrittenBytes, physicalMediaUnitsReadBytes, percentFreeBlocks,softECCError, unalignedIO, maxUserDataEraseCount,minUserDataEraseCount, currentThrottlingStatus
keep,ssd,10,0,0,1.00179,17,0,223,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,2.0018,16,0,223,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,3.00181,16,0,221,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,4.00183,16,0,221,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,5.00183,16,0,222,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,6.00204,17,0,222,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,7.00317,16,0,223,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,8.00385,16,0,223,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,9.00417,17,0,223,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,10.0042,16,0,220,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,11.0042,16,0,219,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,12.0042,16,0,221,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,13.0043,16,0,221,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,14.0049,17,0,220,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,15.0049,16,0,221,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,16.0049,16,0,220,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,17.0049,16,0,221,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,18.0055,16,0,221,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,19.0065,16,0,220,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,20.0065,16,0,220,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,21.0069,16,0,219,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,22.007,17,0,221,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,23.0073,16,0,220,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,24.0073,16,0,221,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,25.0074,16,0,221,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,26.0079,16,0,222,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,27.0088,16,0,219,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,28.0088,16,0,221,0,0,0,0,0,0,0,0
keep,ssd,10,0,0,29.01,16,0,220,0,0,0,0,0,0,0,0
